,X[[i]]
4826,25670
4827,35003
4828,34753
4829,26856
4830,34914
4831,7858
4832,20688
4833,32447
4834,27407
4835,34626
4836,18508
4837,7858
4838,16088
4839,32448
4840,20688
4841,32637
4842,32447
4843,20688
4844,39711
4845,27407
4846,35003
4847,42768
4848,41633
4849,20688
4850,32637
4851,32447
4852,34626
4853,30494
4854,44459
4855,32448
4856,32447
4857,39711
4858,34626
4859,30494
4860,44459
4861,20688
4862,32447
4863,39711
4864,44459
4865,35003
4866,42768
4867,16088
4868,20688
4869,32637
4870,39711
4871,27407
4872,34626
4873,32637
4874,32447
4875,25670
4876,39711
4877,34626
4878,18508
4879,42768
4880,47638
4881,30668
4882,11579
4883,43044
4884,28842
4885,16088
4886,32448
4887,20688
4888,32637
4889,25670
4890,39711
4891,20688
4892,25670
4893,39711
4894,27407
4895,44459
4896,35003
4897,32637
4898,32447
4899,27407
4900,34626
4901,30494
4902,35003
4903,20688
4904,32447
4905,39711
4906,18508
4907,30494
4908,44459
4909,32448
4910,20688
4911,32637
4912,32447
4913,39711
4914,27407
4915,20688
4916,39711
4917,18508
4918,30494
4919,35003
4920,42768
4921,20688
4922,32447
4923,39711
4924,30494
4925,44459
4926,35003
4927,20688
4928,32637
4929,32447
4930,25670
4931,39711
4932,27407
4933,32448
4934,20688
4935,32637
4936,27407
4937,34626
4938,18508
4939,32637
4940,32447
4941,39711
4942,27407
4943,34626
4944,30494
4945,35003
4946,34753
4947,34914
4948,38652
4949,50527
4950,48185
4951,32447
4952,39711
4953,34626
4954,44459
4955,35003
4956,42768
4957,32448
4958,20688
4959,39711
4960,27407
4961,34626
4962,18508
4963,20688
4964,32637
4965,25670
4966,30494
4967,35003
4968,41633
4969,7858
4970,20688
4971,32637
4972,32447
4973,25670
4974,39711
4975,39711
4976,27407
4977,44459
4978,35003
4979,42768
4980,49950
4981,7858
4982,16088
4983,32637
4984,27407
4985,30494
4986,44459
4987,20688
4988,32637
4989,32447
4990,39711
4991,27407
4992,34626
4993,16088
4994,25670
4995,39711
4996,27407
4997,18508
4998,44459
4999,32447
5000,30494
5001,44459
5002,42768
5003,41633
5004,38015
5005,32448
5006,20688
5007,32637
5008,32447
5009,39711
5010,34626
5011,16088
5012,20688
5013,35003
5014,42768
5015,38015
5016,24329
5017,7858
5018,20688
5019,32447
5020,25670
5021,39711
5022,27407
5023,32448
5024,20688
5025,32637
5026,32447
5027,25670
5028,39711
5029,16088
5030,32448
5031,20688
5032,32637
5033,32447
5034,25670
5035,16088
5036,20688
5037,32447
5038,39711
5039,34626
5040,30494
5041,20688
5042,25670
5043,35003
5044,42768
5045,49950
5046,41633
5047,20688
5048,32447
5049,39711
5050,34626
5051,30494
5052,44459
5053,32637
5054,32447
5055,39711
5056,27407
5057,34626
5058,30494
5059,44459
5060,42768
5061,39456
5062,49950
5063,38015
5064,47638
5065,7858
5066,20688
5067,25670
5068,39711
5069,27407
5070,18508
5071,20688
5072,24329
5073,47638
5074,34753
5075,34914
5076,17306
5077,32448
5078,20688
5079,32637
5080,32447
5081,39711
5082,34626
5083,20688
5084,32637
5085,32447
5086,39711
5087,34626
5088,18508
5089,7858
5090,16088
5091,32448
5092,32637
5093,32447
5094,25670
5095,32448
5096,20688
5097,32637
5098,32447
5099,25670
5100,39711
5101,7858
5102,16088
5103,20688
5104,32637
5105,32447
5106,25670
5107,7858
5108,16088
5109,32448
5110,20688
5111,32637
5112,25670
5113,7858
5114,32448
5115,32637
5116,32447
5117,25670
5118,39711
5119,7858
5120,16088
5121,20688
5122,32637
5123,25670
5124,39711
5125,7858
5126,16088
5127,32448
5128,20688
5129,32637
5130,39711
5131,20688
5132,25670
5133,30494
5134,44459
5135,35003
5136,42768
5137,7858
5138,16088
5139,32448
5140,32637
5141,32447
5142,25670
5143,7858
5144,20688
5145,32447
5146,25670
5147,39711
5148,27407
5149,7858
5150,16088
5151,32448
5152,32637
5153,32447
5154,25670
5155,32448
5156,32637
5157,32447
5158,25670
5159,34626
5160,30494
5161,20688
5162,35003
5163,42768
5164,49950
5165,34753
5166,43044
5167,16088
5168,20688
5169,25670
5170,39711
5171,30494
5172,44459
5173,20688
5174,39711
5175,27407
5176,35003
5177,42768
5178,30055
5179,32637
5180,25670
5181,34626
5182,18508
5183,44459
5184,42768
5185,32637
5186,32447
5187,18508
5188,30494
5189,44459
5190,49950
5191,30494
5192,38015
5193,34753
5194,30668
5195,25910
5196,34914
5197,16088
5198,20688
5199,39711
5200,27407
5201,34626
5202,30494
5203,32448
5204,20688
5205,32637
5206,32447
5207,39711
5208,34626
5209,20688
5210,32637
5211,39711
5212,18508
5213,30494
5214,44459
5215,20688
5216,32637
5217,32447
5218,39711
5219,27407
5220,34626
5221,20688
5222,32637
5223,32447
5224,27407
5225,30494
5226,35003
5227,16088
5228,20688
5229,32637
5230,39711
5231,18508
5232,44459
5233,20688
5234,32637
5235,32447
5236,39711
5237,34626
5238,18508
5239,20688
5240,32447
5241,25670
5242,39711
5243,18508
5244,30494
5245,32448
5246,39711
5247,27407
5248,44459
5249,35003
5250,42768
5251,7858
5252,16088
5253,18508
5254,30494
5255,24329
5256,34753
5257,20688
5258,39711
5259,35003
5260,42768
5261,49950
5262,24329
5263,7858
5264,16088
5265,32448
5266,20688
5267,32637
5268,32447
5269,7858
5270,16088
5271,20688
5272,32637
5273,39711
5274,27407
5275,7858
5276,20688
5277,27407
5278,18508
5279,30494
5280,35003
5281,20688
5282,32637
5283,32447
5284,39711
5285,27407
5286,34626
5287,32448
5288,20688
5289,32637
5290,32447
5291,39711
5292,34626
5293,16088
5294,32637
5295,25670
5296,39711
5297,18508
5298,30494
5299,32448
5300,20688
5301,32637
5302,32447
5303,39711
5304,34626
5305,32448
5306,32637
5307,39711
5308,34626
5309,18508
5310,30494
5311,7858
5312,20688
5313,32637
5314,39711
5315,27407
5316,30494
5317,20688
5318,32637
5319,32447
5320,39711
5321,34626
5322,30494
5323,20688
5324,32637
5325,32447
5326,35003
5327,42768
5328,49950
5329,30494
5330,35003
5331,49950
5332,38015
5333,24329
5334,34753
5335,20688
5336,44459
5337,35003
5338,42768
5339,49950
5340,24329
5341,20688
5342,18508
5343,30494
5344,38015
5345,24329
5346,34753
5347,32448
5348,20688
5349,32637
5350,32447
5351,25670
5352,39711
5353,7858
5354,16088
5355,32637
5356,32447
5357,39711
5358,27407
5359,7858
5360,16088
5361,32448
5362,20688
5363,32637
5364,32447
5365,7858
5366,20688
5367,32447
5368,25670
5369,34626
5370,44459
5371,20688
5372,25670
5373,42768
5374,24329
5375,26856
5376,34914
5377,7858
5378,16088
5379,20688
5380,32637
5381,32447
5382,25670
5383,20688
5384,32637
5385,32447
5386,25670
5387,39711
5388,27407
5389,7858
5390,16088
5391,20688
5392,32637
5393,25670
5394,39711
5395,20688
5396,32637
5397,34626
5398,18508
5399,30494
5400,44459
5401,7858
5402,16088
5403,20688
5404,32637
5405,25670
5406,39711
5407,16088
5408,32448
5409,32637
5410,32447
5411,25670
5412,39711
5413,20688
5414,39711
5415,34626
5416,44459
5417,39456
5418,49950
5419,20688
5420,27407
5421,30494
5422,44459
5423,35003
5424,42768
5425,27407
5426,34753
5427,34914
5428,38747
5429,38756
5430,48185
5431,16088
5432,20688
5433,32637
5434,39711
5435,27407
5436,30494
5437,20688
5438,32637
5439,39711
5440,30494
5441,35003
5442,42768
5443,7858
5444,16088
5445,32448
5446,20688
5447,32637
5448,25670
5449,32637
5450,32447
5451,39711
5452,34626
5453,30494
5454,44459
5455,32448
5456,32637
5457,32447
5458,39711
5459,27407
5460,34626
5461,32448
5462,20688
5463,32637
5464,32447
5465,25670
5466,39711
5467,32448
5468,20688
5469,32637
5470,32447
5471,25670
5472,27407
5473,20688
5474,32447
5475,27407
5476,18508
5477,30494
5478,44459
5479,16088
5480,32637
5481,25670
5482,39711
5483,34626
5484,18508
5485,7858
5486,16088
5487,25670
5488,39711
5489,27407
5490,34626
5491,16088
5492,20688
5493,32447
5494,25670
5495,34626
5496,18508
5497,16088
5498,20688
5499,32637
5500,32447
5501,25670
5502,39711
5503,20688
5504,32637
5505,30494
5506,35003
5507,41633
5508,34753
5509,32448
5510,20688
5511,32637
5512,32447
5513,25670
5514,39711
5515,32448
5516,20688
5517,32637
5518,32447
5519,25670
5520,39711
5521,16088
5522,32448
5523,32637
5524,32447
5525,25670
5526,39711
5527,16088
5528,20688
5529,32447
5530,25670
5531,39711
5532,34626
5533,7858
5534,16088
5535,32448
5536,20688
5537,32637
5538,32447
5539,20688
5540,25670
5541,39711
5542,30494
5543,44459
5544,49950
5545,7858
5546,16088
5547,32448
5548,20688
5549,32637
5550,32447
5551,32448
5552,32637
5553,32447
5554,25670
5555,39711
5556,34626
5557,20688
5558,32637
5559,25670
5560,39711
5561,18508
5562,30494
5563,32637
5564,32447
5565,39711
5566,27407
5567,30494
5568,44459
5569,16088
5570,20688
5571,32637
5572,32447
5573,25670
5574,39711
5575,32637
5576,30494
5577,44459
5578,35003
5579,42768
5580,30055
5581,20688
5582,32637
5583,32447
5584,25670
5585,39711
5586,34626
5587,7858
5588,16088
5589,32448
5590,20688
5591,32637
5592,32447
5593,7858
5594,16088
5595,32448
5596,32637
5597,32447
5598,25670
5599,32448
5600,20688
5601,32637
5602,27407
5603,34626
5604,18508
5605,20688
5606,32447
5607,39711
5608,30494
5609,35003
5610,42768
5611,20688
5612,32637
5613,27407
5614,44459
5615,35003
5616,42768
