;dorama_id;dorama_title;overall_rating;watching;seasons;year;genres;Type;doramatv
541;36058;Wonderful Days;4,08;34;1;2014;{7,6,10};1;http://doramatv.ru/very_good_days
542;38791;Another Parting;3,77;32;1;2014;{4,7,6};1;http://doramatv.ru/what_kind_of_goodbye
543;45212;f(x)=1cm;4,58;34;1;2015;\N;0;http://doramatv.ru/f_x__1cm
544;51799;Love for a Thousand More;4,1;37;1;2016;{7,32,6};1;http://doramatv.ru/love_for_a_thousand_more
545;38783;Rosy Lovers;3,67;31;1;2014;{6,7,10};1;http://doramatv.ru/rosy_lovers
546;41624;Family Outing [aka The Family Is Coming];3,11;33;1;2015;{7,1,10};1;http://doramatv.ru/the_family_is_coming
547;42962;Flower of the Queen;3,4;31;1;2015;{7,6,10};1;http://doramatv.ru/equator_s_flower
548;43134;Dating Alone;4,13;31;1;2014;{37,7};1;http://doramatv.ru/dating_alone
549;43274;Hwajung;4,17;32;1;2015;{6,7};1;http://doramatv.ru/splendid_politics
550;44270;Poseidon;3;33;1;2011;{6,4,105};1;http://doramatv.ru/poseidon
551;50352;Boys24;4,44;31;1;2016;\N;0;
552;50881;After the Show Ends;3,95;31;1;2016;{6,7};1;http://doramatv.ru/after_the_show_ends
553;51749;BTS Gayo;4,46;34;1;NA;\N;0;
554;30476;It's Alright, Daddy's Daughter;4,17;31;1;2010;{10,6};1;http://doramatv.ru/it_s_okay__daddy_s_girl
555;41524;Maids;3,95;33;1;2014;{26,7,4,45};1;http://doramatv.ru/maids
556;43069;Dream (SBS);3,93;31;1;2009;{7,44};1;http://doramatv.ru/dream
557;43912;B1A4 One Fine Day;4,25;30;1;2014;{50,37};0;
558;45134;Crime Scene;4,78;38;2;2014;\N;1;http://doramatv.ru/crime_scene
559;48940;Match Up BLOCK B and B1A4;4,27;31;1;2011;\N;0;
560;49625;Baek Hee Has Returned;4;30;1;2016;{10,6,1};1;http://doramatv.ru/baek_hee_has_returned
561;12495;My 19 Years Old Sister In Law;3,69;30;1;2004;{6};1;http://doramatv.ru/my_sister_in_law_is_19
562;34625;Melody of Love;4,1;30;1;2013;{10,7};1;http://doramatv.ru/melody_of_love
563;38016;What's With This Family;4,36;30;1;2014;{10,1,7};1;http://doramatv.ru/what_happens_to_my_family
564;41525;Seonam Girls High School Investigators;3,33;34;1;2014;{2,7,25,28};1;http://doramatv.ru/sunam_girls_high_school_detectives
565;42236;Unkind Women;2,86;29;1;2015;{10,6};1;http://doramatv.ru/unkind_ladies
566;44785;Channel Girls' Generation;4,44;30;1;2015;\N;0;
567;51747;BTS on V App;4,64;32;1;2015;\N;0;
568;34021;Powerful Opponents;4,12;28;1;2008;{6,7};1;http://doramatv.ru/powerful_opponents
569;42387;Око дьявола;3,14;30;2;2014;{6,26};0;
570;43141;Partner;3,29;29;1;2009;{6,7};1;http://doramatv.ru/partner
571;45444;Mr. Back;4,06;29;1;2014;{12,7,6,1};1;http://doramatv.ru/mr__back
572;47637;Jang Young Shil;4,75;29;1;2016;{6,45};1;http://doramatv.ru/jang_yeong_sil
573;48743;My Lovely Girl;3,91;29;1;2014;{32,6,7};1;http://doramatv.ru/too_lovely_girl_for_me
574;1957;One Fine Day;3,3;32;1;2006;{6};1;http://doramatv.ru/one_fine_day
575;6341;Green Rose (KR);3,67;27;1;2005;{25,6};1;http://doramatv.ru/green_rose
576;35987;Can We Love?;4,13;27;1;2014;{7,10,1};1;http://doramatv.ru/can_we_love
577;36948;Golden Cross;3,75;28;1;2014;{26,6};1;http://doramatv.ru/golden_cross
578;39819;Punch (2014);4;27;1;2014;{26,36,7,6};1;http://doramatv.ru/punch__2014
579;41866;My Heart Twinkle Twinkle;3,14;27;1;2015;{10,7,6};1;http://doramatv.ru/my_heart_twinkle_twinkle
580;44475;Late Night Restaurant;4,75;28;1;2015;{25,6};1;http://doramatv.ru/late_night_restaurant
581;44753;My Love from Another Star;4,32;36;1;2013;{7,6,1};1;http://doramatv.ru/man_from_the_stars
582;48897;My Lawyer, Mr. Jo;4;30;1;2016;{6,114};1;http://doramatv.ru/neighborhood_lawyer_jo_deul_ho
583;48969;Master: God of Noodles;4,38;28;1;2016;{6,7};1;http://doramatv.ru/master__god_of_noodles
584;13463;Smile Again;4,08;26;1;2006;{6};1;http://doramatv.ru/smile_again
585;29374;Creating Destiny;3,78;26;1;2009;{7,10};1;http://doramatv.ru/creating_destiny
586;35989;One Warm Word;3,18;27;1;2013;{6,26,10,7,25};1;http://doramatv.ru/one_warm_word
587;38560;Super Idol Chartshow;3,64;27;1;2014;{1,37,32};0;
588;39388;Sweet Secret;2,83;26;1;2014;{7,10};1;http://doramatv.ru/sweet_secrets
589;42151;Amazing f(x);4,56;26;1;2013;{1,37,50};0;
590;44232;Apink's Showtime;4;26;1;2014;{37};0;
591;6972;My Love Patzzi;4;27;1;2002;{6};1;http://doramatv.ru/my_love_patzzi
592;8306;The Dance in the Sky;4,23;27;1;2008;{12,6,4,7};1;http://doramatv.ru/bichunmoo_flying_heavenly_dance
593;8311;Little Bride;3,93;27;1;2004;{6};1;http://doramatv.ru/my_little_bride
594;43339;Swallow the Sun;4,55;26;1;2009;{7,6,4};1;http://doramatv.ru/swallow_the_sun
595;43794;My Love Eundong - The Beginning;3,82;27;1;2015;{7};1;http://doramatv.ru/my_love_eun_dong___the_beginning
596;44355;The Virtual Bride;3,55;26;1;2015;{10,1};1;http://doramatv.ru/the_eccentric_daughter_in_law
597;49330;The Flower in Prison;4,25;26;1;2016;{6,45};1;http://doramatv.ru/the_flower_in_prison
598;51688;B.A.P's One Fine Day;4,67;25;1;2016;\N;0;
599;6817;Marrying A Millionaire;3,4;24;1;2005;{6,1};1;http://doramatv.ru/marrying_a_millionaire
600;34788;Mamma Mia ;3,75;25;1;2013;{37,1};0;
601;35658;Romance Town;3,5;24;1;2011;{1,6,7};1;http://doramatv.ru/romance_town
602;35840;Cool Kiz On The Block;3,56;25;1;2013;{10,37,44,1};0;
603;39799;Golden Time;4;25;1;2012;{6,35};1;http://doramatv.ru/golden_time
604;43873;Bachelor's Vegetable Store;3,9;24;1;2011;{6,1,7};1;http://doramatv.ru/bachelor_s_vegetable_store
605;44744;Heartless City;4,2;29;1;2013;{28,26,4};1;http://doramatv.ru/cruel_city
606;52008;Lipstick Prince;4,5;27;1;2016;\N;0;
607;4163;Cat on the Roof;3,47;24;1;2003;{6};1;http://doramatv.ru/rooftop_room_cat
608;7738;Save The Last Dance For Me;3,7;24;1;2004;{6};1;http://doramatv.ru/save_the_last_dance_for_me
609;29537;The Kingdom of The Winds;4,45;28;1;2008;{45,12};1;http://doramatv.ru/the_kingdom_of_the_winds
610;32946;The Gumiho's Revenge;3,91;24;1;2010;{7,6,25,26};1;http://doramatv.ru/the_gumiho_s_revenge
611;39035;Joseon X-Files: Secret Book;3,83;27;1;2010;{45,9};1;http://doramatv.ru/joseon_x_files
612;39129;Family Secrets (2014);4;23;1;2014;{10,7};1;http://doramatv.ru/family_secrets
613;41979;I Summon You, Gold;3,33;24;1;2013;{7,1,10};1;http://doramatv.ru/i_summon_you__gold
614;42235;Bluebird House;3,64;23;1;2015;{6,10};1;http://doramatv.ru/blue_bird_s_house
615;48041;My Son-in-Law's Woman;3,5;26;1;2016;{10,6};1;http://doramatv.ru/my_son_in_law_s_woman
616;49233;Babysitter;4,5;25;1;2016;{6,25,26};1;http://doramatv.ru/babysitter
617;49571;Pentagon Maker;4;23;1;2016;\N;0;
618;51431;Law of the Jungle;4,43;25;29;2011;\N;0;
619;52243;Run! BTS!;4,36;27;1;NA;\N;0;
620;6292;Only You;3,27;23;1;2005;{56,6};1;http://doramatv.ru/only_you
621;37396;The 101st Proposal;3,45;26;1;2006;{6};1;http://doramatv.ru/101st_proposal__korea_
622;39652;Mystery 6;4;24;1;2006;{30,25,37};1;
623;48205;Crime Squad;3,73;24;1;2011;\N;1;http://doramatv.ru/crime_squad
624;49639;1 Night 2 Days;4,92;24;3;2007;\N;0;
625;8922;Wonderful Life (KR);3,5;22;1;2005;{6,1,10};1;http://doramatv.ru/wonderful_life
626;16338;Air City;3,33;26;1;2007;{7,6};1;http://doramatv.ru/air_city
627;20465;Ja Myung Go;4;21;1;2009;{7,45};1;http://doramatv.ru/princess_ja_myung_go
628;22847;Fireworks;3,13;21;1;2006;{6};1;http://doramatv.ru/exhibition_of_fireworks
629;23235;Sad Love Story;4;22;1;2005;{6,32};1;http://doramatv.ru/sad_love_story
630;29096;Feast of Gods;3,71;24;1;2012;{7};1;http://doramatv.ru/feast_of_the_gods
631;31075;Lovers in Paris;3,36;24;1;2004;{6};1;http://doramatv.ru/lovers_in_paris
632;37627;My Dear Cat;3,45;21;1;2014;{7,10,1};1;http://doramatv.ru/my_dear_cat
633;38335;Sign;4,4;22;1;2011;{35,28,6};1;http://doramatv.ru/sign
634;38415;Mama (SK);3,67;21;1;2014;{10,7};1;http://doramatv.ru/mama
635;42804;Let's Go Dream Team ;3,91;22;2;1999;{44,37};0;
636;42914;Hyuna Free Month;4,27;23;1;2014;{32,34};0;
637;43852;100 Points Out of 100;3,94;21;1;2010;{1,37};1;http://doramatv.ru/o__my_school
638;44478;All About My Mom;4;21;1;2015;{5,6,10};1;http://doramatv.ru/all_about_my_mom
639;48811;Discovery of Romance;3,58;22;1;2014;{7,1,6};1;http://doramatv.ru/discovery_of_love
640;6816;When A Man Loves A Woman;3,29;20;1;2004;{6};1;http://doramatv.ru/when_a_man_is_in_love
641;21167;Bright Girls Success;3,1;20;1;2002;{6};1;http://doramatv.ru/successful_story_of_a_bright_girl
642;32055;Us & Them;3,32;138;1;2014;{1};1;
643;36311;Wild Chives and Soy Bean Soup: 12 Years Reunion;3,75;21;1;2014;{7};1;http://doramatv.ru/wild_chives_and_soy_bean_soup__12_years_reunion
644;42449;Healing Camp, Aren't You Happy;4;20;1;2011;{37,54};0;
645;42989;All My Love;4,09;21;1;2010;{6,1};1;http://doramatv.ru/all_my_love
646;44663;Heaven's Will: The Fugitive of Joseon;3,6;20;1;2013;{6,26,45,7};1;http://doramatv.ru/heaven_s_will__the_fugitive_of_joseon
647;45138;Exactly What's Going On;3,33;20;1;2015;{1,7,12};1;http://doramatv.ru/exactly_what_s_going_on
648;48924;Five Children;4,17;23;1;2016;{10,6,7};1;http://doramatv.ru/five_children
649;48949;Match Up Special: Block B in Japan;4,17;21;1;2011;\N;0;
650;52232;Rebel: Thief Who Stole the People;4,75;20;1;2017;{6,45};1;http://doramatv.ru/rebel__thief_who_stole_the_people
651;6584;Ju Mong;4,79;26;1;2006;{6};1;http://doramatv.ru/the_book_of_three_han__the_chapter_of_joo_mong
652;20757;Romance (KR);4;19;1;2002;{6};1;http://doramatv.ru/romance
653;32416;Lovers in Prague;4,81;63;1;2005;{6};1;http://doramatv.ru/lovers_in_prague
654;32498;Last Scandal;3,5;19;1;2008;{6,1,7};1;http://doramatv.ru/the_last_scandal
655;36943;Come! Jang Bo Ri;4,83;19;1;2014;{7,10};1;http://doramatv.ru/come__jang_bo_ri
656;43949;Assembly;3,75;19;1;2015;{6};1;http://doramatv.ru/assembly__2015_
657;44214;Last;3,75;19;1;2015;{28,4,26};1;http://doramatv.ru/last
658;49073;The Thorn Birds;4,43;22;1;2011;{7,6};1;http://doramatv.ru/the_thorn_bird
659;51391;The Day After We Broke Up;4,6;19;1;2016;{32,6,7};1;http://doramatv.ru/i_want_to_protect_you__one_more_time_
660;15429;Alone in Love;4,25;19;1;2006;{6};1;http://doramatv.ru/alone_in_love
661;15939;Summer Scent;3,6;20;1;2003;{6};1;http://doramatv.ru/summer_scent
662;29165;90 Days, Time to Love;4,14;18;1;2006;{6};1;http://doramatv.ru/90_days__time_to_love
663;30903;Superstar K;4,43;19;3;2009;{38,11,32};0;
664;31625;Come on over;4,56;19;1;2012;{37,32};0;
665;41868;City of the Sun;4,5;18;1;2015;{6};1;http://doramatv.ru/city_of_the_sun
666;50277;The Collaboration;4,5;18;1;2016;\N;0;
667;50515;Mamamoo x GFriend Showtime;4,44;20;1;2016;\N;0;
668;51556;GOT7 on V app;5;18;1;2015;\N;0;
669;51590;What's Up with These Kids!?;3;19;1;2016;{6,7};1;http://doramatv.ru/what_s_with_money_
670;52241;Ruby Ruby Love;4,13;19;1;2017;{1,6,7};1;http://doramatv.ru/ruby_ruby_love
671;22080;Lovers;4;17;1;2001;{1,6};1;http://doramatv.ru/lovers
672;29321;Hotelier;3,83;19;1;2001;{97,6};1;http://doramatv.ru/hotelier
673;43160;Road Number One;3,75;18;1;2010;{7,6,4};1;http://doramatv.ru/road_number_one
674;45462;Will It Snow at Christmas?;3,5;17;1;2009;\N;1;http://doramatv.ru/will_it_snow_at_christmas
675;48288;Iron Man;3,25;18;1;2014;{7,12,6};1;http://doramatv.ru/iron_man
676;52355;New Journey to the West;4,75;17;3;2015;\N;1;http://doramatv.ru/new_journey_to_the_west
677;11727;Revenge (KR);4,57;22;1;2005;{6};1;http://doramatv.ru/resurrection
678;18912;Love Story in Harvard;3,83;16;1;2004;{6};1;http://doramatv.ru/love_story_in_harvard
679;23585;Stained Glass;3,67;16;1;2004;{6};1;http://doramatv.ru/stained_glass
680;24423;Flowers for My Life;3,17;16;1;2007;{6,7};1;http://doramatv.ru/flowers_for_my_life
681;36054;Angel's Revenge;3,6;17;1;2014;{10,6,7};1;http://doramatv.ru/angel_s_revenge
682;39828;Pororo The Little Penguin;3,8;24;6;2003;{10,18};1;
683;42234;Jingbirok;3;16;1;2015;{6,45,27};1;http://doramatv.ru/the_jingbirok__a_memoir_of_imjin_war
684;42892;Paemilli;4;17;1;2012;{1,10};1;http://doramatv.ru/shut_up_family
685;43206;Little Mom Scandal;4;18;2;2008;{1,6};1;http://doramatv.ru/little_mom_scandal
686;44938;The Awl;4,3;16;1;2015;{6};1;http://doramatv.ru/the_awl
687;51206;Saimdang, Light's Diary;4;17;1;2016;{7,6,45};1;http://doramatv.ru/saimdang__light_s_diary
688;51430;Hip Hop Tribe 2 : Game of Thrones;4;17;1;2016;\N;0;
689;7739;Hello, God!;3,44;16;1;2006;{6};1;http://doramatv.ru/hello__god
690;24929;Cinderella;3,88;18;1;1997;{6,10};1;
691;27327;Crazy in Love;3,86;15;1;2007;{6,7};1;http://doramatv.ru/crazy_for_you
692;30586;Family Honor;4,45;16;1;2008;{10,7};1;http://doramatv.ru/family_honor
693;34624;The Woman Who Married Three Times;3,25;15;1;2013;{7,10};1;http://doramatv.ru/the_woman_who_married_three_times
694;35205;Sandglass;4,4;15;1;1995;{6};1;http://doramatv.ru/sandglass
695;39126;Apgujeong Midnight Sun;5;15;1;2014;{10,7,6};1;http://doramatv.ru/apgujeong_midnight_sun
696;43946;Hot blood (JYP);4,63;15;1;2008;{96,37};0;
697;44027;Heart a tag;4,6;15;1;2015;{37,34};0;
698;47642;Witch's Castle;5;16;1;2015;{6,7,10};1;http://doramatv.ru/witch_s_castle
699;47643;Yeah, That's How It Is;0;15;1;2016;{6,10};1;http://doramatv.ru/yeah__that_s_how_it_is
700;48557;Happy Home;5;16;1;2016;{6,10};1;http://doramatv.ru/happy_home
701;49290;Midas;3,5;15;1;2011;{6,7};1;http://doramatv.ru/midas
702;52135;Seventeen One Fine Day;4,71;19;1;NA;\N;0;
703;7687;Say You Love Me;3,29;15;1;2004;{6};1;http://doramatv.ru/say_you_love_me
704;8261;Emperor of the Sea;3,83;17;1;2004;{6};1;http://doramatv.ru/emperor_of_the_sea
705;12336;Queen of the Game;3,43;14;1;2006;{6};1;http://doramatv.ru/queen_of_the_game
706;33951;A Hundred Year’s Inheritance;4,25;15;1;2013;{10,6,7};1;http://doramatv.ru/a_hundred_year_s_inheritance
707;44077;Tae Wang Sa Shin Gi;3,8;18;1;2007;{5,45};1;http://doramatv.ru/the_story_of_the_first_king_s_four_gods
708;44476;Dong Yi;4;16;1;2010;{1,7,45,6};1;http://doramatv.ru/dawn
709;44615;My Daughter, Geum Sa Wol;4;14;1;2015;{10,6};1;http://doramatv.ru/my_daughter__geum_sa_wol
710;49649;Real Men;4,8;14;2;2013;\N;1;http://doramatv.ru/real_man
711;49812;The Unusual Family;4;15;1;2016;{6,10};1;http://doramatv.ru/strange_family
712;50977;She is 200 Years Old;2,6;16;1;2015;{7,1,12};1;http://doramatv.ru/she_is_200_years_old
713;52115;Click Your Heart;4;15;1;2016;{7,1};1;http://doramatv.ru/click_your_heart
714;2799;Ireland;3;13;1;2004;{6};1;http://doramatv.ru/ireland
715;10180;Princess Lulu;3,2;13;1;2005;{6};1;http://doramatv.ru/princess_lulu
716;22252;Be Strong, Geum-soon;3,43;13;1;2005;{6};1;http://doramatv.ru/be_strong_geum_soon
717;29229;Golden Bride;4;14;1;2007;{10,6,7};1;http://doramatv.ru/golden_bride
718;32342;Star's Lovers;3,5;14;1;2008;{7};1;http://doramatv.ru/star_s_lovers
719;32910;Star in My Heart;4;13;1;1997;{6};1;http://doramatv.ru/wish_upon_a_star
720;36382;Welcome to the Show;3,88;13;1;2011;{37,1};0;
721;37626;Cuckoo Nest;4;13;1;2014;{6};1;http://doramatv.ru/two_mothers
722;47989;Twelve Men in a Year;3,33;13;1;2012;\N;1;http://doramatv.ru/twelve_men_in_a_year
723;49216;Standby I.O.I;4,25;13;1;2016;\N;0;
724;49705;d.o.b: Dance or Band;4,33;13;1;2016;\N;0;
725;49821;Taste of Others;5;13;1;2015;\N;0;
726;52344;Queen of the Ring;0;13;1;2017;{7,12};1;http://doramatv.ru/three_color_fantasy__queen_of_the_rings
727;20798;Great Expectations;3,88;13;1;2006;{6};1;http://doramatv.ru/kindergarten_love
728;27042;3 Leaf Clover;3,75;14;1;2005;{6};1;http://doramatv.ru/three_leaf_clover
729;27297;Freeze;2,5;13;1;2006;{6,7,25,30,26};1;http://doramatv.ru/freeze
730;30701;Hateful But Once Again;3,57;12;1;2009;{7,6};1;http://doramatv.ru/hateful_but_once_again
731;35342;Gloria (Geulroria);3,57;12;1;2010;{6,7,10};1;http://doramatv.ru/gloria
732;37257;King Gwanggaeto the Great;5;13;1;2011;{4,27};1;http://doramatv.ru/king_gwanggaeto_the_great
733;37302;Yoo Na's Street;2,5;12;1;2014;{1,7,10,28};1;http://doramatv.ru/yoo_na_s_street
734;43555;Birth Of A Family;4,14;12;1;2011;{104,37,10};1;http://doramatv.ru/the_birth_of_a_family
735;43995;ToppDogg 3 Days of Summer in Japan;4;12;1;2014;{37,5,34};0;
736;47996;3 Days;3,5;14;1;2014;{4,25,28,7,26,6};1;http://doramatv.ru/3_days
737;49072;The Birth of the Rich;3,8;12;1;2010;{7,6};1;http://doramatv.ru/birth_of_a_rich_man
738;49678;Witch Yoo Hee;4;14;1;2007;{6,1,7};1;http://doramatv.ru/a_witch_in_love
739;50397;Key's Knowhow;4,86;12;1;2015;\N;0;
740;52343;Romance Full of Life;0;12;1;2017;{7,12};1;http://doramatv.ru/three_color_fantasy__romance_full_of_life
741;2160;Beautiful Days;3,25;15;1;2001;{6};1;http://doramatv.ru/beautiful_days
742;2753;Ice Girl;4,33;12;1;2005;{7,6};1;http://doramatv.ru/love_lost_in_time
743;23951;Surgeon Bong Dal Hee;3,75;11;1;2007;{6};1;http://doramatv.ru/surgeon_bong_dal_hee
744;25649;My Happy Home / My Sweet Home;3,67;11;1;2010;{6,25};1;http://doramatv.ru/my_happy_home
745;42835;Thank You My Son;3,33;11;1;2015;{10,6,1};1;http://doramatv.ru/thank_you__son
746;44426;I am A Man ;4,33;11;1;2014;{54};1;http://doramatv.ru/i_am_a_man
747;45114;The Merchant: Gaekju 2015;3;11;1;2015;{6,45};1;http://doramatv.ru/god_of_trade___innkeeper_2015
748;45346;A Well Grown Daughter, Hana;3,8;13;1;2013;{7,10,6};1;http://doramatv.ru/a_well_grown_daughter__hana
749;46058;Detectives of Seonam Girls' High School;3,2;12;1;2014;{7,25};1;http://doramatv.ru/sunam_girls_high_school_detectives
750;48444;Start Love;3,43;11;1;2015;{7,1};1;http://doramatv.ru/start_love
751;49158;God of Study;4,17;11;1;2010;{7,1,6};1;http://doramatv.ru/god_of_study
752;49345;Cinderella's Sister;3,4;11;1;2010;{7,6};1;http://doramatv.ru/cinderella_s_sister
753;49368;Heartstrings;4,29;11;1;2011;{7,6,1,32};1;http://doramatv.ru/heartstrings
754;50325;Lily Fever;3,14;12;1;2015;{6,7};1;http://doramatv.ru/lily_fever
755;50444;Rising! Up10tion;4,63;11;1;2015;\N;0;
756;50774;Korea's Next Top Model;4,25;13;5;2010;\N;0;
757;51372;Father, I'll Take Care of You;3;11;1;2016;{10,6};1;http://doramatv.ru/father__i_ll_take_care_of_you
758;51472;Twice TV;4,5;11;4;2015;\N;0;
759;51585;My Fair Lady;5;11;1;2016;{6,10};1;
760;51602;The Sound of Your Heart;4,5;15;1;2016;{6,1};1;http://doramatv.ru/the_sound_of_your_heart
761;51809;To Be Continued;3,4;12;1;2015;{12,7};1;http://doramatv.ru/to_be_continued
762;20637;Bad Boys (KR);2;11;1;2000;{6};0;
763;23042;MAGIC;3;12;1;2004;{6};1;http://doramatv.ru/magic
764;31611;Robber;3,6;10;1;2008;{1,7};1;http://doramatv.ru/robber
765;36314;Mother's Garden;3,67;10;1;2014;{7};1;http://doramatv.ru/mother_s_garden
766;36978;A Man's Story;4,4;10;1;2009;{6,4,7};1;http://doramatv.ru/the_slingshot
767;42636;Singer Game (Mnet);3,4;10;1;2014;{32,96,37};0;
768;43472;MTV Beast Almighty;4,2;10;1;2010;{37,32,54,34};0;
769;43863;Smile, Dong Hae;4,5;10;1;2010;{6,10};1;http://doramatv.ru/smile__dong_hae
770;44002;Kara Project;3,57;10;1;2014;{32,37};0;
771;47342;Gunman in Joseon;4;10;1;2014;{45,6,4,7,26};1;http://doramatv.ru/the_joseon_shooter
772;48297;Sweet Temptation;3,67;12;1;2015;\N;1;http://doramatv.ru/sweet_temptation
773;49095;1% of Anything;3,57;12;1;2003;{1,6,7};1;http://doramatv.ru/something_about_1
774;50544;You Are a Gift;1,5;10;1;2016;{7,6};1;http://doramatv.ru/you_are_a_gift
775;51401;Momin's Room;3,75;10;1;2016;{10,7,6};1;http://doramatv.ru/momin_s_room
776;51940;ASTRO Project;4,25;10;1;2016;\N;0;
